,날짜,배추가격평균
130,2019-07-11,"8,000"
131,2019-07-12,"8,000"
132,2019-07-15,"7,000"
133,2019-07-16,"7,000"
134,2019-07-17,"7,000"
135,2019-07-18,"7,000"
136,2019-07-19,"7,000"
137,2019-07-22,"8,000"
138,2019-07-23,"7,000"
139,2019-07-24,"7,000"
140,2019-07-25,"7,000"
141,2019-07-26,"7,000"
142,2019-07-29,"7,000"
143,2019-07-30,"7,000"
144,2019-07-31,"7,000"
145,2019-08-01,"7,500"
146,2019-08-02,"8,000"
147,2019-08-05,"8,000"
148,2019-08-06,"8,000"
149,2019-08-07,"8,000"
150,2019-08-08,"8,500"
151,2019-08-09,"8,500"
152,2019-08-12,"8,000"
153,2019-08-13,"8,000"
154,2019-08-14,"8,000"
155,2019-08-16,"9,000"
156,2019-08-19,"8,000"
157,2019-08-20,"8,000"
158,2019-08-21,"8,000"
159,2019-08-22,"8,000"
160,2019-08-23,"8,000"
161,2019-08-26,"9,000"
162,2019-08-27,"9,000"
163,2019-08-28,"9,000"
164,2019-08-29,"9,000"
165,2019-08-30,"9,000"
166,2019-09-02,"9,000"
167,2019-09-03,"11,000"
168,2019-09-04,"11,000"
169,2019-09-05,"12,000"
170,2019-09-06,"12,000"
171,2019-09-09,"13,000"
172,2019-09-10,"13,000"
173,2019-09-11,"13,000"
174,2019-09-16,"13,000"
175,2019-09-17,"13,000"
176,2019-09-18,"13,000"
177,2019-09-19,"13,000"
178,2019-09-20,"15,000"
179,2019-09-23,"18,000"
180,2019-09-24,"18,000"
181,2019-09-25,"16,000"
182,2019-09-26,"17,000"
183,2019-09-27,"17,000"
184,2019-09-30,"18,000"
185,2019-10-01,"20,000"
186,2019-10-02,"20,000"
187,2019-10-04,"22,000"
188,2019-10-07,"19,000"
189,2019-10-08,"18,000"
190,2019-10-10,"16,000"
191,2019-10-11,"15,000"
192,2019-10-14,"15,000"
193,2019-10-15,"14,000"
194,2019-10-16,"15,000"
195,2019-10-17,"16,000"
196,2019-10-18,"16,000"
197,2019-10-21,"15,500"
198,2019-10-22,"15,000"
199,2019-10-23,"14,500"
200,2019-10-24,"14,000"
201,2019-10-25,"14,000"
202,2019-10-28,"12,000"
203,2019-10-29,"12,000"
204,2019-10-30,"12,000"
205,2019-10-31,"12,000"
206,2019-11-01,"12,000"
207,2019-11-04,"10,000"
208,2019-11-05,"10,000"
209,2019-11-06,"10,000"
210,2019-11-07,"9,000"
211,2019-11-08,"9,000"
212,2019-11-11,"9,000"
213,2019-11-12,"9,000"
214,2019-11-13,"9,000"
215,2019-11-14,"9,000"
216,2019-11-15,"10,000"
217,2019-11-18,"11,000"
218,2019-11-19,"11,000"
219,2019-11-20,"11,000"
220,2019-11-21,"11,000"
221,2019-11-22,"11,000"
222,2019-11-25,"10,000"
223,2019-11-26,"10,000"
224,2019-11-27,"9,000"
225,2019-11-28,"9,000"
226,2019-11-29,"9,000"
227,2019-12-02,"9,000"
228,2019-12-03,"9,000"
229,2019-12-04,"9,000"
230,2019-12-05,"9,000"
231,2019-12-09,"10,000"
232,2019-12-10,"10,000"
233,2019-12-11,"10,000"
234,2019-12-12,"10,000"
235,2019-12-13,"10,000"
236,2019-12-16,"10,000"
237,2019-12-17,"10,000"
238,2019-12-18,"10,000"
239,2019-12-19,"10,000"
240,2019-12-20,"10,000"
241,2019-12-23,"10,000"
242,2019-12-24,"9,000"
243,2019-12-26,"9,000"
244,2019-12-27,"10,000"
245,2019-12-30,"10,000"
246,2019-12-31,"11,000"
